,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
326723,2008,1,3,4,1432.0,1315,1635.0,1512,EV,4279,N926EV,63.0,57.0,42.0,83.0,77.0,DHN,ATL,171,11.0,10.0,0,,0,77.0,0.0,6.0,0.0,0.0
143759,2008,1,21,1,800.0,810,1049.0,1025,YV,2748,N7291Z,229.0,195.0,213.0,24.0,-10.0,DSM,PHX,1149,6.0,10.0,0,,0,0.0,0.0,24.0,0.0,0.0
125680,2008,1,28,1,1005.0,1015,1132.0,1143,XE,2112,N14993,87.0,88.0,67.0,-11.0,-10.0,OKC,IAH,395,10.0,10.0,0,,0,,,,,
193145,2008,1,15,2,1111.0,1117,1258.0,1241,OO,6653,N743SK,107.0,84.0,54.0,17.0,-6.0,SLC,DEN,391,7.0,46.0,0,,0,0.0,0.0,0.0,0.0,17.0
498987,2008,1,13,7,647.0,650,917.0,940,AA,1114,N5FAAA,150.0,170.0,133.0,-23.0,-3.0,MIA,LGA,1097,5.0,12.0,0,,0,,,,,
16845,2008,1,8,2,1932.0,1930,2038.0,2035,WN,2528,N268WN,66.0,65.0,55.0,3.0,2.0,LAX,SJC,308,3.0,8.0,0,,0,,,,,
183510,2008,1,9,3,1711.0,1714,1943.0,2000,OO,6099,N743SK,212.0,226.0,197.0,-17.0,-3.0,ORD,BOI,1437,4.0,11.0,0,,0,,,,,
523499,2008,1,21,1,935.0,940,1218.0,1220,AA,2076,N428AA,103.0,100.0,77.0,-2.0,-5.0,ELP,DFW,551,12.0,14.0,0,,0,,,,,
13783,2008,1,7,1,613.0,615,954.0,945,WN,482,N236WN,161.0,150.0,130.0,9.0,-2.0,MDW,MCO,989,21.0,10.0,0,,0,,,,,
501967,2008,1,24,4,1218.0,1220,1515.0,1530,AA,1210,N496AA,117.0,130.0,100.0,-15.0,-2.0,ORD,BOS,867,5.0,12.0,0,,0,,,,,
129856,2008,1,1,2,1557.0,1458,1703.0,1559,YV,7238,N75993,66.0,61.0,58.0,64.0,59.0,SPI,ORD,174,4.0,4.0,0,,0,0.0,0.0,64.0,0.0,0.0
70819,2008,1,24,4,2020.0,2015,2110.0,2110,WN,656,N338SW,50.0,55.0,41.0,0.0,5.0,SAT,DAL,248,4.0,5.0,0,,0,,,,,
165564,2008,1,25,5,1205.0,1205,1423.0,1426,OH,5426,N625CA,138.0,141.0,123.0,-3.0,0.0,SRQ,CVG,812,2.0,13.0,0,,0,,,,,
393721,2008,1,25,5,,910,,1015,MQ,3652,,,65.0,,,,LBB,DFW,282,,,1,B,0,,,,,
268323,2008,1,10,4,609.0,615,751.0,811,US,1093,N456UW,102.0,116.0,83.0,-20.0,-6.0,EWR,CLT,529,6.0,13.0,0,,0,,,,,
348470,2008,1,9,3,1412.0,1423,1557.0,1600,F9,371,N810FR,165.0,157.0,148.0,-3.0,-11.0,MKE,DEN,895,10.0,7.0,0,,0,,,,,
278388,2008,1,18,5,1957.0,2000,2105.0,2116,US,2186,N716UW,68.0,76.0,45.0,-11.0,-3.0,DCA,LGA,214,5.0,18.0,0,,0,,,,,
124380,2008,1,4,5,834.0,840,1048.0,1055,XE,2563,N13956,134.0,135.0,111.0,-7.0,-6.0,STL,IAH,668,14.0,9.0,0,,0,,,,,
559925,2008,1,26,6,605.0,610,846.0,856,B6,71,N646JB,161.0,166.0,138.0,-10.0,-5.0,JFK,MCO,944,3.0,20.0,0,,0,,,,,
586728,2008,1,12,6,2145.0,2150,457.0,500,CO,12,N69059,312.0,310.0,281.0,-3.0,-5.0,HNL,LAX,2556,9.0,22.0,0,,0,,,,,
91399,2008,1,31,4,1330.0,1310,1551.0,1425,WN,1322,N327SW,141.0,75.0,128.0,86.0,20.0,DAL,MSY,437,3.0,10.0,0,,0,4.0,0.0,66.0,0.0,16.0
281670,2008,1,21,1,859.0,825,1058.0,1023,US,1773,N938UW,119.0,118.0,97.0,35.0,34.0,BUF,CLT,546,7.0,15.0,0,,0,34.0,0.0,1.0,0.0,0.0
138227,2008,1,13,7,2400.0,2359,110.0,110,YV,2792,N989HA,70.0,71.0,48.0,0.0,1.0,LAS,PSP,173,2.0,20.0,0,,0,,,,,
309316,2008,1,20,7,1500.0,1500,2033.0,2015,DL,1638,N396DA,213.0,195.0,161.0,18.0,0.0,SLC,CVG,1449,6.0,46.0,0,,0,0.0,0.0,18.0,0.0,0.0
110168,2008,1,20,7,1222.0,1222,1451.0,1442,XE,3048,N13566,149.0,140.0,116.0,9.0,0.0,OMA,IAH,781,10.0,23.0,0,,0,,,,,
91374,2008,1,31,4,712.0,715,825.0,820,WN,269,N310SW,73.0,65.0,58.0,5.0,-3.0,DAL,LBB,293,3.0,12.0,0,,0,,,,,
502102,2008,1,8,2,1438.0,1425,1541.0,1535,AA,1215,N3DHAA,63.0,70.0,49.0,6.0,13.0,TUL,DFW,237,7.0,7.0,0,,0,,,,,
200385,2008,1,20,7,1712.0,1718,1851.0,1859,OO,5947,N978SW,99.0,101.0,82.0,-8.0,-6.0,ORD,FSD,462,3.0,14.0,0,,0,,,,,
206696,2008,1,24,4,1226.0,1236,1347.0,1404,OO,5814,N765SK,141.0,148.0,110.0,-17.0,-10.0,BTV,ORD,763,11.0,20.0,0,,0,,,,,
6489,2008,1,5,6,1828.0,1745,2034.0,2000,WN,1582,N210WN,66.0,75.0,50.0,34.0,43.0,DEN,AMA,358,6.0,10.0,0,,0,17.0,0.0,0.0,0.0,17.0
382418,2008,1,30,3,915.0,915,1034.0,1025,MQ,3173,N821AE,79.0,70.0,52.0,9.0,0.0,SJC,LAX,308,11.0,16.0,0,,0,,,,,
532396,2008,1,19,6,655.0,705,735.0,742,AQ,266,N835AL,40.0,37.0,23.0,-7.0,-10.0,HNL,OGG,100,5.0,12.0,0,,0,,,,,
522192,2008,1,14,1,728.0,725,910.0,915,AA,2013,N5CAAA,222.0,230.0,193.0,-5.0,3.0,ORD,LAS,1515,13.0,16.0,0,,0,,,,,
176009,2008,1,5,6,1150.0,1155,1306.0,1259,OO,2761,N498CA,136.0,124.0,100.0,7.0,-5.0,CLT,MKE,651,5.0,31.0,0,,0,,,,,
488578,2008,1,29,2,936.0,715,1435.0,1150,AA,606,N5EBAA,179.0,155.0,137.0,165.0,141.0,LAS,DFW,1055,14.0,28.0,0,,0,141.0,0.0,24.0,0.0,0.0
453623,2008,1,1,2,1408.0,1335,1540.0,1502,OH,4945,N409CA,152.0,147.0,125.0,38.0,33.0,CVG,OKC,756,5.0,22.0,0,,0,33.0,0.0,5.0,0.0,0.0
64035,2008,1,22,2,940.0,905,1029.0,1000,WN,459,N330SW,49.0,55.0,37.0,29.0,35.0,SEA,GEG,224,4.0,8.0,0,,0,0.0,0.0,0.0,0.0,29.0
578769,2008,1,23,3,752.0,755,1430.0,1400,CO,166,N76503,278.0,245.0,233.0,30.0,-3.0,SEA,IAH,1874,23.0,22.0,0,,0,0.0,0.0,30.0,0.0,0.0
423151,2008,1,25,5,1140.0,1118,1426.0,1338,NW,123,N506US,226.0,200.0,186.0,48.0,22.0,MSP,PHX,1276,4.0,36.0,0,,0,8.0,0.0,26.0,0.0,14.0
406899,2008,1,29,2,1520.0,1430,1702.0,1600,MQ,4171,N648AE,102.0,90.0,73.0,62.0,50.0,ORD,OMA,416,7.0,22.0,0,,0,13.0,0.0,12.0,0.0,37.0
521134,2008,1,6,7,957.0,1000,1117.0,1120,AA,1956,N3BPAA,80.0,80.0,62.0,-3.0,-3.0,DFW,MSY,448,4.0,14.0,0,,0,,,,,
465318,2008,1,3,4,,1100,,1212,9E,5610,,,72.0,,,,GFK,MSP,284,,,1,A,0,,,,,
115556,2008,1,14,1,1842.0,1852,2005.0,2020,XE,2028,N31131,83.0,88.0,62.0,-15.0,-10.0,OKC,IAH,395,12.0,9.0,0,,0,,,,,
377457,2008,1,17,4,1743.0,1745,1826.0,1828,HA,248,N475HA,43.0,43.0,30.0,-2.0,-2.0,HNL,KOA,163,4.0,9.0,0,,0,,,,,
335201,2008,1,4,5,607.0,600,909.0,905,EV,4544,N873AS,122.0,125.0,98.0,4.0,7.0,CID,ATL,694,11.0,13.0,0,,0,,,,,
341545,2008,1,9,3,1014.0,1015,1206.0,1238,EV,4765,N828AS,112.0,143.0,94.0,-32.0,-1.0,LGA,CAE,617,3.0,15.0,0,,0,,,,,
493075,2008,1,23,3,1215.0,1205,1450.0,1500,AA,806,N489AA,95.0,115.0,79.0,-10.0,10.0,DEN,DFW,641,8.0,8.0,0,,0,,,,,
189322,2008,1,13,7,1452.0,1500,1523.0,1517,OO,5778,N393SW,91.0,77.0,65.0,6.0,-8.0,YUM,LAX,237,13.0,13.0,0,,0,,,,,
55084,2008,1,20,7,841.0,845,1021.0,1035,WN,1592,N244WN,100.0,110.0,85.0,-14.0,-4.0,BWI,SDF,495,4.0,11.0,0,,0,,,,,
224973,2008,1,30,3,1824.0,1825,2034.0,2040,UA,248,N578UA,70.0,75.0,50.0,-6.0,-1.0,ORD,DTW,235,4.0,16.0,0,,0,,,,,
367789,2008,1,21,1,1137.0,1142,1324.0,1333,FL,826,N986AT,107.0,111.0,93.0,-9.0,-5.0,BWI,ATL,576,7.0,7.0,0,,0,,,,,
87093,2008,1,29,2,1250.0,1255,1439.0,1440,WN,1491,N514SW,109.0,105.0,98.0,-1.0,-5.0,STL,DAL,546,3.0,8.0,0,,0,,,,,
15968,2008,1,8,2,724.0,725,840.0,835,WN,1636,N687SW,76.0,70.0,55.0,5.0,-1.0,DAL,AMA,324,6.0,15.0,0,,0,,,,,
561534,2008,1,29,2,1610.0,1615,1715.0,1725,B6,72,N274JB,65.0,70.0,43.0,-10.0,-5.0,JFK,SYR,209,4.0,18.0,0,,0,,,,,
359991,2008,1,9,3,1255.0,1259,1322.0,1325,FL,377,N953AT,87.0,86.0,68.0,-3.0,-4.0,ATL,MSY,425,4.0,15.0,0,,0,,,,,
207913,2008,1,25,5,1651.0,1659,1808.0,1819,OO,4054,N445SW,77.0,80.0,60.0,-11.0,-8.0,BZN,SLC,347,7.0,10.0,0,,0,,,,,
171275,2008,1,2,3,1335.0,1315,1450.0,1432,OO,3922,N412SW,75.0,77.0,51.0,18.0,20.0,SLC,BZN,347,3.0,21.0,0,,0,18.0,0.0,0.0,0.0,0.0
72518,2008,1,25,5,709.0,710,959.0,1025,WN,2102,N428WN,170.0,195.0,159.0,-26.0,-1.0,ISP,RSW,1101,4.0,7.0,0,,0,,,,,
84159,2008,1,29,2,1354.0,1355,1455.0,1500,WN,446,N792SW,61.0,65.0,45.0,-5.0,-1.0,BUR,LAS,223,5.0,11.0,0,,0,,,,,
468942,2008,1,27,7,1625.0,1620,1738.0,1724,9E,5732,86749E,73.0,64.0,52.0,14.0,5.0,SHV,MEM,285,9.0,12.0,0,,0,,,,,
42039,2008,1,16,3,846.0,850,1055.0,1105,WN,1178,N203WN,249.0,255.0,236.0,-10.0,-4.0,BNA,LAS,1588,7.0,6.0,0,,0,,,,,
504165,2008,1,2,3,1525.0,1415,1702.0,1540,AA,1292,N4YEAA,97.0,85.0,65.0,82.0,70.0,DFW,MSY,448,6.0,26.0,0,,0,48.0,0.0,12.0,0.0,22.0
540010,2008,1,16,3,1313.0,1242,1413.0,1347,AS,184,N649AS,60.0,65.0,46.0,26.0,31.0,FAI,ANC,261,7.0,7.0,0,,0,0.0,0.0,0.0,0.0,26.0
432405,2008,1,4,5,1312.0,1320,1407.0,1418,NW,502,N785NC,55.0,58.0,37.0,-11.0,-8.0,FAR,MSP,223,8.0,10.0,0,,0,,,,,
239304,2008,1,21,1,559.0,600,747.0,739,UA,707,N458UA,168.0,159.0,146.0,8.0,-1.0,ORD,DEN,888,10.0,12.0,0,,0,,,,,
492363,2008,1,10,4,1840.0,1810,1948.0,1910,AA,766,N3BFAA,68.0,60.0,39.0,38.0,30.0,AUS,DFW,190,11.0,18.0,0,,0,0.0,0.0,9.0,0.0,29.0
171959,2008,1,2,3,1330.0,1250,1545.0,1507,OO,5880,N728SK,75.0,77.0,54.0,38.0,40.0,DEN,LNK,423,3.0,18.0,0,,0,0.0,0.0,0.0,0.0,38.0
574099,2008,1,1,2,1746.0,1745,2210.0,2220,CO,1632,N79279,204.0,215.0,153.0,-10.0,1.0,IAH,LGA,1416,7.0,44.0,0,,0,,,,,
447034,2008,1,7,1,1611.0,1618,1744.0,1802,NW,1409,N943N,93.0,104.0,68.0,-18.0,-7.0,IAD,DTW,383,10.0,15.0,0,,0,,,,,
134530,2008,1,8,2,2020.0,1900,2155.0,2047,YV,2633,N929LR,95.0,107.0,80.0,68.0,80.0,DTW,CLT,500,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,68.0
21953,2008,1,9,3,1430.0,1430,1532.0,1545,WN,3764,N627SW,62.0,75.0,51.0,-13.0,0.0,SMF,ONT,389,5.0,6.0,0,,0,,,,,
209269,2008,1,26,6,1624.0,1620,1902.0,1849,OO,3859,N457SW,98.0,89.0,74.0,13.0,4.0,PSC,SLC,521,6.0,18.0,0,,0,,,,,
185181,2008,1,10,4,2202.0,2019,2337.0,2152,OO,6334,N707SK,95.0,93.0,71.0,105.0,103.0,SFO,EUG,451,3.0,21.0,0,,0,0.0,0.0,0.0,0.0,105.0
488548,2008,1,26,6,1310.0,1255,1918.0,1920,AA,606,N5DAAA,248.0,265.0,230.0,-2.0,15.0,DFW,SJU,2165,5.0,13.0,0,,0,,,,,
603534,2008,1,13,7,1129.0,1125,1422.0,1421,DL,1466,N3738B,173.0,176.0,138.0,1.0,4.0,FLL,BDL,1173,4.0,31.0,0,,0,,,,,
59064,2008,1,21,1,1720.0,1700,1817.0,1800,WN,1828,N492WN,57.0,60.0,43.0,17.0,20.0,LAS,SNA,226,4.0,10.0,0,,0,8.0,0.0,0.0,0.0,9.0
41534,2008,1,15,2,2150.0,2155,2257.0,2310,WN,1917,N214WN,67.0,75.0,56.0,-13.0,-5.0,SMF,ONT,389,3.0,8.0,0,,0,,,,,
498745,2008,1,8,2,1613.0,1605,1940.0,1929,AA,1104,N207AA,147.0,144.0,131.0,11.0,8.0,STL,LGA,887,6.0,10.0,0,,0,,,,,
424764,2008,1,24,4,1751.0,1725,1947.0,1911,NW,185,N373NW,236.0,226.0,216.0,36.0,26.0,MSP,SAN,1532,3.0,17.0,0,,0,0.0,0.0,10.0,0.0,26.0
264823,2008,1,7,1,736.0,645,903.0,824,US,1583,N920UW,87.0,99.0,66.0,39.0,51.0,PHL,CLT,448,4.0,17.0,0,,0,39.0,0.0,0.0,0.0,0.0
174361,2008,1,4,5,1945.0,1945,2205.0,2159,OO,2651,N472CA,80.0,74.0,50.0,6.0,0.0,MKE,CMH,331,5.0,25.0,0,,0,,,,,
325463,2008,1,19,6,,1459,,1754,EV,4234,N845AS,,115.0,,,,MLI,ATL,633,,,1,B,0,,,,,
118018,2008,1,21,1,1942.0,1935,2146.0,2140,XE,2286,N16987,124.0,125.0,90.0,6.0,7.0,EWR,DAY,533,8.0,26.0,0,,0,,,,,
168350,2008,1,30,3,1310.0,1310,1406.0,1410,OH,5311,N658CA,176.0,180.0,159.0,-4.0,0.0,CVG,COS,1078,6.0,11.0,0,,0,,,,,
328851,2008,1,26,6,1146.0,1155,1319.0,1330,EV,4337,N929EV,93.0,95.0,73.0,-11.0,-9.0,OAJ,ATL,399,9.0,11.0,0,,0,,,,,
541633,2008,1,20,7,633.0,640,950.0,959,AS,474,N644AS,137.0,139.0,118.0,-9.0,-7.0,PDX,DEN,992,7.0,12.0,0,,0,,,,,
243115,2008,1,19,6,830.0,830,1117.0,1112,UA,867,N669UA,347.0,342.0,315.0,5.0,0.0,IAD,LAX,2288,13.0,19.0,0,,0,,,,,
70068,2008,1,24,4,700.0,700,821.0,815,WN,2199,N439WN,81.0,75.0,53.0,6.0,0.0,OAK,LAX,337,4.0,24.0,0,,0,,,,,
333010,2008,1,30,3,559.0,600,850.0,900,EV,4471,N752EV,171.0,180.0,147.0,-10.0,-1.0,PVD,ATL,903,8.0,16.0,0,,0,,,,,
296450,2008,1,1,2,1921.0,1915,1950.0,1950,WN,3428,N764SW,89.0,95.0,74.0,0.0,6.0,JAX,BNA,484,5.0,10.0,0,,0,,,,,
516621,2008,1,17,4,1802.0,1600,2103.0,1905,AA,1768,N424AA,121.0,125.0,94.0,118.0,122.0,ORD,PHL,678,11.0,16.0,0,,0,0.0,34.0,0.0,0.0,84.0
187526,2008,1,12,6,1636.0,1640,1731.0,1740,OO,3972,N449SW,55.0,60.0,35.0,-9.0,-4.0,SLC,GJT,217,4.0,16.0,0,,0,,,,,
241168,2008,1,11,5,1610.0,1622,1740.0,1751,UA,778,N202UA,90.0,89.0,74.0,-11.0,-12.0,SAN,SFO,447,7.0,9.0,0,,0,,,,,
22898,2008,1,10,4,1558.0,1515,1658.0,1620,WN,32,N373SW,60.0,65.0,48.0,38.0,43.0,DAL,LBB,293,3.0,9.0,0,,0,3.0,0.0,0.0,0.0,35.0
252738,2008,1,1,2,1532.0,1459,1719.0,1659,UA,1497,N493UA,167.0,180.0,139.0,20.0,33.0,MCO,ORD,1005,4.0,24.0,0,,0,0.0,0.0,1.0,0.0,19.0
455346,2008,1,30,3,1215.0,1120,1418.0,1300,9E,2834,88779E,123.0,100.0,86.0,78.0,55.0,TYS,DTW,443,10.0,27.0,0,,0,0.0,0.0,23.0,0.0,55.0
421759,2008,1,2,3,614.0,615,749.0,800,MQ,4877,N700LE,95.0,105.0,76.0,-11.0,-1.0,DTW,LGA,501,4.0,15.0,0,,0,,,,,
210382,2008,1,27,7,1100.0,1100,1213.0,1215,OO,2531,N699BR,133.0,135.0,117.0,-2.0,0.0,BDL,MKE,780,4.0,12.0,0,,0,,,,,
469229,2008,1,7,1,1351.0,1335,1547.0,1530,9E,5742,87189E,116.0,115.0,92.0,17.0,16.0,MEM,AUS,559,6.0,18.0,0,,0,16.0,0.0,1.0,0.0,0.0
549993,2008,1,7,1,1740.0,1615,1958.0,1825,B6,1122,N187JB,138.0,130.0,107.0,93.0,85.0,FLL,RIC,805,5.0,26.0,0,,0,8.0,0.0,8.0,0.0,77.0
462551,2008,1,23,3,805.0,810,1122.0,1117,9E,3795,80309E,137.0,127.0,95.0,5.0,-5.0,BHM,DTW,625,9.0,33.0,0,,0,,,,,
576727,2008,1,25,5,613.0,615,1158.0,1204,CO,1576,N14320,225.0,229.0,199.0,-6.0,-2.0,SJC,IAH,1608,5.0,21.0,0,,0,,,,,
244203,2008,1,24,4,745.0,750,1519.0,1553,UA,914,N211UA,274.0,303.0,259.0,-34.0,-5.0,SFO,IAD,2419,5.0,10.0,0,,0,,,,,
36466,2008,1,14,1,739.0,740,957.0,955,WN,2894,N665WN,78.0,75.0,68.0,2.0,-1.0,LAX,TUS,451,3.0,7.0,0,,0,,,,,
364445,2008,1,16,3,756.0,800,949.0,942,FL,501,N167AT,113.0,102.0,86.0,7.0,-4.0,ATL,MIA,595,7.0,20.0,0,,0,,,,,
475716,2008,1,22,2,,950,,1050,9E,5933,,,60.0,,,,MEM,HSV,184,,,1,B,0,,,,,
234084,2008,1,27,7,1405.0,1200,1605.0,1345,UA,535,N561UA,180.0,165.0,130.0,140.0,125.0,BOS,ORD,867,11.0,39.0,0,,0,0.0,0.0,15.0,0.0,125.0
39575,2008,1,15,2,1940.0,1945,2221.0,2235,WN,165,N450WN,101.0,110.0,81.0,-14.0,-5.0,LAS,DEN,629,7.0,13.0,0,,0,,,,,
565988,2008,1,9,3,1015.0,1000,1258.0,1305,CO,1570,N79279,163.0,185.0,148.0,-7.0,15.0,EWR,PBI,1024,5.0,10.0,0,,0,,,,,
10375,2008,1,6,7,1714.0,1705,1854.0,1845,WN,1944,N267WN,160.0,160.0,139.0,9.0,9.0,MDW,DEN,895,7.0,14.0,0,,0,,,,,
234619,2008,1,1,2,1507.0,1455,1633.0,1626,UA,551,N334UA,146.0,151.0,123.0,7.0,12.0,DEN,LAX,862,7.0,16.0,0,,0,,,,,
9561,2008,1,6,7,801.0,800,859.0,855,WN,8,N513SW,58.0,55.0,42.0,4.0,1.0,HOU,DAL,239,4.0,12.0,0,,0,,,,,
108098,2008,1,30,3,1753.0,1755,1907.0,1908,XE,2317,N41104,74.0,73.0,57.0,-1.0,-2.0,IAH,BRO,308,4.0,13.0,0,,0,,,,,
122806,2008,1,30,3,1934.0,1650,2059.0,1823,XE,2267,N16951,85.0,93.0,60.0,156.0,164.0,EWR,BUF,282,4.0,21.0,0,,0,16.0,0.0,0.0,0.0,140.0
359257,2008,1,8,2,1830.0,1835,1951.0,2015,FL,203,N940AT,81.0,100.0,70.0,-24.0,-5.0,ATL,CAK,528,3.0,8.0,0,,0,,,,,
263243,2008,1,6,7,4.0,2332,720.0,704,US,278,N624AW,256.0,272.0,227.0,16.0,32.0,LAS,BWI,2106,6.0,23.0,0,,0,0.0,0.0,0.0,0.0,16.0
548612,2008,1,4,5,2007.0,2015,2257.0,2305,B6,142,N231JB,170.0,170.0,146.0,-8.0,-8.0,RSW,JFK,1074,3.0,21.0,0,,0,,,,,
475955,2008,1,23,3,1615.0,1620,1720.0,1730,9E,5937,88009E,65.0,70.0,44.0,-10.0,-5.0,XNA,MEM,258,9.0,12.0,0,,0,,,,,
504899,2008,1,28,1,1714.0,1720,1751.0,1800,AA,1312,N5EAAA,37.0,40.0,18.0,-9.0,-6.0,STT,SJU,68,9.0,10.0,0,,0,,,,,
443627,2008,1,6,7,912.0,914,1049.0,1057,NW,1135,N758NW,97.0,103.0,67.0,-8.0,-2.0,BWI,DTW,408,11.0,19.0,0,,0,,,,,
23080,2008,1,10,4,640.0,640,859.0,910,WN,1750,N211WN,139.0,150.0,123.0,-11.0,0.0,FLL,BWI,925,4.0,12.0,0,,0,,,,,
39224,2008,1,15,2,920.0,925,1009.0,1015,WN,4,N507SW,109.0,110.0,91.0,-6.0,-5.0,ELP,SAN,636,7.0,11.0,0,,0,,,,,
344838,2008,1,30,3,1035.0,959,1200.0,1119,EV,4876,N858AS,85.0,80.0,53.0,41.0,36.0,ATL,GSO,306,6.0,26.0,0,,0,36.0,0.0,5.0,0.0,0.0
265471,2008,1,8,2,1338.0,1320,1522.0,1523,US,1457,N452UW,104.0,123.0,90.0,-1.0,18.0,CLT,FLL,631,3.0,11.0,0,,0,,,,,
261917,2008,1,5,6,1430.0,1420,1625.0,1627,US,1083,N417US,115.0,127.0,98.0,-2.0,10.0,DCA,JAX,634,6.0,11.0,0,,0,,,,,
101616,2008,1,6,7,1957.0,1950,2140.0,2107,XE,7782,N10575,103.0,77.0,53.0,33.0,7.0,SJC,LAX,308,19.0,31.0,0,,0,0.0,0.0,26.0,0.0,7.0
438535,2008,1,7,1,1150.0,1145,1319.0,1328,NW,805,N585NW,209.0,223.0,191.0,-9.0,5.0,MSP,SEA,1399,3.0,15.0,0,,0,,,,,
476366,2008,1,18,5,656.0,700,744.0,756,9E,5945,88399E,108.0,116.0,86.0,-12.0,-4.0,CAE,MEM,511,7.0,15.0,0,,0,,,,,
189017,2008,1,13,7,554.0,600,835.0,838,OO,4118,N809SK,101.0,98.0,81.0,-3.0,-6.0,ONT,SLC,558,6.0,14.0,0,,0,,,,,
60641,2008,1,21,1,1755.0,1740,1932.0,1925,WN,2380,N643SW,97.0,105.0,84.0,7.0,15.0,SEA,SMF,605,5.0,8.0,0,,0,,,,,
472236,2008,1,7,1,1953.0,1930,2054.0,2040,9E,5826,88949E,121.0,130.0,97.0,14.0,23.0,DTW,DLH,541,3.0,21.0,0,,0,,,,,
586908,2008,1,14,1,749.0,755,1101.0,1117,CO,642,N33264,132.0,142.0,109.0,-16.0,-6.0,DEN,IAH,861,9.0,14.0,0,,0,,,,,
144161,2008,1,21,1,2005.0,1935,2022.0,1953,YV,2710,N930LR,77.0,78.0,58.0,29.0,30.0,PHX,SNA,338,7.0,12.0,0,,0,29.0,0.0,0.0,0.0,0.0
222082,2008,1,7,1,949.0,945,1253.0,1222,UA,139,N540UA,304.0,277.0,253.0,31.0,4.0,ORD,SFO,1846,4.0,47.0,0,,0,0.0,0.0,31.0,0.0,0.0
450617,2008,1,14,1,936.0,928,1154.0,1140,NW,1629,N327NB,198.0,192.0,153.0,14.0,8.0,DTW,IAH,1076,3.0,42.0,0,,0,,,,,
346714,2008,1,2,3,614.0,620,742.0,745,F9,141,N917FR,148.0,145.0,129.0,-3.0,-6.0,IAH,DEN,861,11.0,8.0,0,,0,,,,,
83766,2008,1,28,1,1433.0,1430,1721.0,1700,WN,2803,N264LV,168.0,150.0,155.0,21.0,3.0,TPA,ISP,1034,4.0,9.0,0,,0,0.0,0.0,21.0,0.0,0.0
529669,2008,1,23,3,1625.0,1630,1657.0,1704,AQ,31,N808AL,32.0,34.0,25.0,-7.0,-5.0,OGG,HNL,100,2.0,5.0,0,,0,,,,,
556970,2008,1,20,7,1755.0,1800,2033.0,2115,B6,1148,N247JB,158.0,195.0,139.0,-42.0,-5.0,MCO,BTV,1195,3.0,16.0,0,,0,,,,,
472544,2008,1,3,4,641.0,640,804.0,742,9E,5834,85439E,83.0,62.0,35.0,22.0,1.0,FWA,DTW,128,10.0,38.0,0,,0,0.0,0.0,22.0,0.0,0.0
205719,2008,1,23,3,1315.0,1321,1509.0,1527,OO,6719,N936SW,114.0,126.0,95.0,-18.0,-6.0,DEN,MSO,679,5.0,14.0,0,,0,,,,,
136015,2008,1,10,4,2200.0,2200,2240.0,2235,YV,1019,N646BR,40.0,35.0,24.0,5.0,0.0,HNL,OGG,100,5.0,11.0,0,,0,,,,,
388110,2008,1,1,2,1645.0,1645,1811.0,1810,MQ,3418,N825AE,86.0,85.0,66.0,1.0,0.0,CRP,DFW,354,12.0,8.0,0,,0,,,,,
388859,2008,1,29,2,1501.0,1430,1557.0,1525,MQ,3446,N680AE,56.0,55.0,43.0,32.0,31.0,DAL,AUS,189,4.0,9.0,0,,0,2.0,0.0,1.0,0.0,29.0
65005,2008,1,23,3,749.0,750,1004.0,1015,WN,2875,N312SW,135.0,145.0,120.0,-11.0,-1.0,BWI,MCO,787,7.0,8.0,0,,0,,,,,
183381,2008,1,9,3,1033.0,1044,1218.0,1230,OO,5951,N707SK,105.0,106.0,83.0,-12.0,-11.0,MEM,ORD,491,8.0,14.0,0,,0,,,,,
586337,2008,1,27,7,1013.0,1015,1329.0,1337,CO,1690,N37263,136.0,142.0,110.0,-8.0,-2.0,IAH,MIA,964,7.0,19.0,0,,0,,,,,
136497,2008,1,11,5,2146.0,2158,2302.0,2305,YV,2784,N924FJ,76.0,67.0,52.0,-3.0,-12.0,BFL,LAS,224,10.0,14.0,0,,0,,,,,
221815,2008,1,2,3,2054.0,1830,2328.0,2100,UA,127,N852UA,274.0,270.0,235.0,148.0,144.0,ORD,LAX,1745,10.0,29.0,0,,0,118.0,0.0,4.0,0.0,26.0
443646,2008,1,25,5,903.0,912,1039.0,1057,NW,1135,N778NC,96.0,105.0,76.0,-18.0,-9.0,BWI,DTW,408,8.0,12.0,0,,0,,,,,
169361,2008,1,1,2,1634.0,1610,1940.0,1920,OO,2536,N709BR,126.0,130.0,104.0,20.0,24.0,MKE,BDL,780,8.0,14.0,0,,0,20.0,0.0,0.0,0.0,0.0
456080,2008,1,30,3,1358.0,1315,1451.0,1400,9E,2879,85069E,113.0,105.0,71.0,51.0,43.0,GRR,MSP,408,11.0,31.0,0,,0,0.0,0.0,8.0,0.0,43.0
